name,amount,disregarded
chondroitin,2,false
a nucleoside 5'-triphosphate,2,false
a nucleoside 5'-phosphate,2,false
a nucleoside 5'-diphosphate,2,false
-phycocyanobilin,2,false
[tubulin]-L-glutamate,2,false
n L-glutamate,2,false
ammeline,2,false
dUTP,2,false
"3',5'-cyclic AMP",2,false
"[pyruvate, phosphate dikinase]",2,false
"[pyruvate, phosphate dikinase] phosphate",2,false
4-oxohex-2-enedioate,2,false
"a [histone H4]-N6,N6,N6-trimethyl-L-lysine20",2,false
pyrazole,2,false
isonocardicin C,2,false
"[RNA fragment]-3'-guanosine-2',3'-cyclophosphate",2,false
[amino group carrier protein]-C-terminal-gamma--L-glutamate,2,false
[amino group carrier protein]-C-terminal-L-glutamate,2,false
2-methylphenol,2,false
"L-rhamnono-1,4-lactone",2,false
[SoxY protein]-S-sulfanyl-L-cysteine,2,false
[SoxY protein]-S--L-cysteine,2,false
2-oxo-6-amino-hexanoate,2,false
formyl-isoglutamine,2,false
4-oxoglutaramate,2,false
"cellobiono-1,5-lactone",2,false
"4--2,4-dioxobutanoate",2,false
previtamin D3,2,false
"D-glucaro-1,5-lactone",2,false
"D-glucaro-1,4-lactone",2,false
biotin-carboxyl-carrier protein,2,false
diacetyl,2,false
neopinone,2,false
codeinone,2,false
a [DsbB protein] with reduced L-cysteine residues,2,false
a [DsbB protein] carrying a disulfide bond,2,false
an anthocyanidin,2,false
apo-[C-phycocyanin alpha-subunit],2,false
"5,6-dimethylbenzimidazole",2,false
alpha-ribazole 5'-phosphate,2,false
vanillylamine,2,false
trans-feruloyl-CoA,2,false
aurachin B,2,false
a reduced acceptor,2,false
an acceptor,2,false
2-O-alpha-D-glucopyranosyl-glycerol,2,false
BtrI acyl-carrier protein,2,false
hydroxyatrazine,2,false
5-phosphooxy-L-glutamyl-tRNAGln,2,false
L-glutamyl-tRNAGln,2,false
2 ubiquinol,2,false
2 ubiquinone,2,false
alpha-ribazole,2,false
soyasaponin III,2,false
2-hydroxy-5-methyl-1-naphthoate,2,false
sterigmatocystin,2,false
pentalen-13-ol,2,false
pentalen-13-al,2,false
pentalenene,2,false
monoacylglycerol,2,false
methanophenazine,2,false
dihydromethanophenazine,2,false
dGMP,2,false
[methionine-binding protein][side 1],2,false
R-CHOH-R',2,false
R-CO-R',2,false
[beta-tubulin]-L-glutamate,2,false
[beta-tubulin]--L-glutamate,2,false
decarbamoylnovobiocin,2,false
[cystine-binding protein][side 1],2,false
1-alkyl-2-acetyl-sn-glycero-3-phosphocholine,2,false
ent-kaur-16-ene,2,false
ent-kaur-16-en-19-ol,2,false
ent-kaur-16-en-19-al,2,false
ferroheme i,2,false
hydroxyferroheme i,2,false
ferroheme a,2,false
"[thyroglobulin]-3,5-diiodo-L-tyrosine",2,false
[thyroglobulin]-aminoacrylate,2,false
choline sulfate,2,false
pyropheophorbide a,2,false
C-132-carboxypyropheophorbide a,2,false
phosphatidylethanolamine,2,false
phosphatidyl-N-methylethanolamine,2,false
L-thiocysteine,2,false
[biotin carboxyl-carrier protein]-N6-biotinyl-L-lysine,2,false
3-hydroxy-3-methylglutarate,2,false
a [protein]-S--L-cysteine,2,false
dibenzothiophene-5-oxide,2,false
dibenzothiophene,2,false
2 FMNH2,2,false
2 FMN,2,false
11alpha-hydroxy-beta-amyrin,2,false
indolin-2-one,2,false
7-deoxyloganate,2,false
loganate,2,false
2-formylbenzoate,2,false
N-acetylphosphinothricin,2,false
beta-D-gentiobiosyl crocetin,2,false
beta-D-gentiobiosyl beta-D-glucosyl crocetin,2,false
S-inosyl-L-homocysteine,2,false
precorrin-3A,2,false
precorrin-3B,2,false
dodecanoyl-CoA,2,false
16-epivellosimine,2,false
S--L-cysteine S-oxide,2,false
ergothioneine,2,false
linalool,2,false
"hydrogenobyrinic acid a,c-diamide",2,false
isethionate,2,false
"3',4',5'-O-trimethyltricetin",2,false
2-hydroxycyclohexan-1-one,2,false
methanesulfonate,2,false
2 flaviolin,2,false
5 CoA,2,false
[LarE]-L-cysteine,2,false
"pyridin-1-ium-3,5-dicarboxylate mononucleotide",2,false
"pyridin-1-ium-3,5-bisthiocarboxylate mononucleotide",2,false
L-histidinol,2,false
"7,8-dihydromonapterin",2,false
coproporphyrin III,2,false
epoxyqueuosine34 in tRNA,2,false
2-[(3S)-3-carboxy-3-aminopropyl]-L-histidine-[translation elongation factor 2],2,false
a biotinyl-[protein],2,false
a carboxybiotinyl-[protein],2,false
ethyl 3-oxohexanoate,2,false
"nucleoside 2',3'-cyclic phosphate",2,false
arseno-mycothiol,2,false
mycoredoxin,2,false
solavetivol,2,false
solavetivone,2,false
(-)-vetispiradiene,2,false
L-seryl-tRNASec,2,false
O-phospho-L-seryl-tRNASec,2,false
aclacinomycin A,2,false
maleamate,2,false
"(6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide phosphate",2,false
"(6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide",2,false
N5-phospho-L-glutamine,2,false
7-cyano-7-carbaguanine15 in tRNA,2,false
5''-phosphoribostamycin,2,false
styrene,2,false
albonoursin,2,false
ginsenoside F2,2,false
a purine nucleoside,2,false
3-amino-2-hydroxy-4-methoxybenzoate,2,false
cinnamyl alcohol,2,false
cinnamaldehyde,2,false
carbon disulfide,2,false
2 hydrogen sulfide,2,false
D-galactosamine 6-phosphate,2,false
7''-O-phosphohygromycin B,2,false
ginsenoside F1,2,false
-ginsenoside Rg1,2,false
methylarsonate,2,false
3-hydroxy-2-methylpropanoate,2,false
[apoaequorin containing coelenterazine],2,false
[aequorin],2,false
3 Ca2+,2,false
"[aequorin] 1,2-dioxetan-3-one",2,false
[excited state blue fluorescent protein],2,false
[apoaequorin],2,false
coelenterazine,2,false
8-demethyl-8-alpha-L-rhamnosyltetracenomycin C,2,false
butanal,2,false
N-acetyl-D-glucosaminate,2,false
dihydromonacolin L-[lovastatin nonaketide synthase],2,false
holo-[lovastatin nonaketide synthase],2,false
ginsenoside C-K,2,false
"2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate",2,false
8-demethylnovobiocic acid,2,false
novobiocic acid,2,false
phytanoyl-CoA,2,false
3-deoxy-D-glycero-D-galacto-non-2-ulopyranosonate 9-phosphate,2,false
3-deoxy-D-glycero-D-galacto-non-2-ulopyranosonate,2,false
1-phospho-alpha-D-glucuronate,2,false
2-aminoethanethiol,2,false
3-bromo-4-hydroxybenzoate,2,false
"3-bromo-4,5-dihydroxybenzoate",2,false
"2,4-dibromophenol",2,false
2 bromide,2,false
"3,5-dibromobenzene-1,2-diol",2,false
"6-carboxy-5,6,7,8-tetrahydropterin",2,false
cyclohexylamine,2,false
(Z)-2-methylureidoacrylate,2,false
(Z)-3-ureidoacrylate,2,false
3-methyl-L-tyrosine,2,false
D-xylose-[xylose-binding protein][side 1],2,false
D-xylose[side 2],2,false
[xylose-binding protein][side 1],2,false
12-epi-fischerindole U,2,false
2 plastoquinone,2,false
2 plastoquinol,2,false
cinnamoyl-CoA,2,false
D-alanyl-D-alanine,2,false
"1D-myo-inositol 1,4,5,6-tetrakisphosphate",2,false
"a 2-acyl-4,6-bisprenylphloroglucinol",2,false
a 2-acyl-4-prenylphloroglucinol,2,false
2'-dehydrokanamycin A,2,false
3-oxoadipyl-CoA,2,false
"2,6-dichlorohydroquinone",2,false
cytosine34 in tRNA precursor,2,false
5-methylcytosine34 in tRNA precursor,2,false
3-dehydro-L-gulonate,2,false
6 CO2,2,false
24-methylidenecycloartanol,2,false
inulobiose,2,false
8-epi-inunolide,2,false
devancosaminyl-vancomycin,2,false
D-ribitol 5-phosphate,2,false
N5-ethyl-L-glutamine,2,false
protein Npi-phospho-L-histidine,2,false
1-amino-1-deoxy-scyllo-inositol 4-phosphate,2,false
1-guanidino-1-deoxy-scyllo-inositol 4-phosphate,2,false
(E)-[4-hydroxyphenylacetaldehyde oxime],2,false
N-hydroxy-L-tyrosine,2,false
"N,N-dihydroxy-L-tyrosine",2,false
2 superoxide,2,false
dTDP-beta-L-evernosamine,2,false
"dTDP-2,3 6-trideoxy-3-C-methyl-4-O-methyl-3-nitroso-beta-L-arabino-hexopyranose",2,false
dTDP-N-hydroxy-beta-L-evernosamine,2,false
"trans,octacis-decaprenyl phosphate",2,false
NDP-alpha-D-glucose,2,false
4-hydroxybenzoyl-adenylate,2,false
holo-[4-hydroxyphenylalkanoate synthase],2,false
4-hydroxybenzoyl-[4-hydroxyphenylalkanoate synthase],2,false
5-methyl-1-naphthoate,2,false
chlorite,2,false
versiconol,2,false
versiconol acetate,2,false
versiconal hemiacetal acetate,2,false
6 reduced adrenodoxin,2,false
2-methylpropan-1-amine,2,false
N-hydroxylamine,2,false
mesaconate,2,false
"taxa-4,11-diene",2,false
2 glutathione amide,2,false
glutathione amide disulfide,2,false
"2D-5-O-methyl-2,3,5/4,6-pentahydroxycyclohexanone",2,false
S-methyl-5'-thioinosine,2,false
"trans-2,3-dehydroacyl-CoA",2,false
cobalt-precorrin-5B,2,false
L-erythrulose,2,false
"7,9,9'-tricis-neurosporene",2,false
"2,3,6-trichlorohydroquinone",2,false
[enzyme]-S-sulfanylcysteine,2,false
[enzyme]-cysteine,2,false
S-sulfanyl-acceptor,2,false
holo-[L-prolyl-carrier protein],2,false
L-prolyl-[L-prolyl-carrier protein],2,false
"beta-D-Gal--alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol",2,false
xanthohumol,2,false
"4-nitro-6-oxohepta-2,4-dienedioate",2,false
harderoheme III,2,false
3-[oxy]benzoate,2,false
precorrin-7,2,false
precorrin-8X,2,false
holo-[D-alanyl-carrier protein],2,false
D-alanyl-[D-alanyl-carrier protein],2,false
13-dihydrodaunorubicin,2,false
"15,9'-dicis-phytofluene",2,false
a 2-acyl-sn-glycerol 3-phosphate,2,false
31-hydroxy-L-isoleucine,2,false
erythromycin C,2,false
chloramphenicol,2,false
phosphatidate,2,false
hydroxymethylphosphonate,2,false
"cyclohexa-1,5-diene-1-carbonyl-CoA",2,false
kanamycin B,2,false
a nitrile,2,false
[E1 SAMP-activating enzyme]-L-cysteine,2,false
S-[[SAMP]-Gly-Gly]-[[E1 SAMP-activating enzyme]-L-cysteine],2,false
tetracenomycin F2,2,false
Mn2+[side 2],2,false
luteolin 7-O-beta-D-glucuronide,2,false
10-deacetylbaccatin III,2,false
a 3-oxo-DELTA5-steroid,2,false
isophthalyl-CoA,2,false
methyl-CoM,2,false
L-glutamate 1-semialdehyde,2,false
methylenediurea,2,false
N-urea,2,false
O-ureido-D-serine,2,false
2-epi-5-epi-valiolone 7-phosphate,2,false
deoxyguanosine,2,false
"3,4-dihydroxybenzoyl-[aryl-carrier protein]",2,false
"meso-2,6-diaminoheptanedioate",2,false
7-deoxycylindrospermopsin,2,false
"3,22-dimethyl-1,2,23,24-tetradehydro-2,3,22,23-tetrahydrosqualene",2,false
"3-methyl-1,2-didehydro-2,3-dihydrosqualene",2,false
[E1 NEDD8-activating enzyme]-L-cysteine,2,false
[E1 NEDD8-activating enzyme]-S-[NEDD8 protein]-yl-L-cysteine,2,false
a [DsbD protein] with reduced L-cysteine residues,2,false
a [DsbD protein] carrying a disulfide bond,2,false
5'-O-phosphonoadenylyl--adenosine,2,false
adenine in U6 snRNA,2,false
N6-methyladenine in U6 snRNA,2,false
"dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose",2,false
"cyclic 2,3-bisphosphoglycerate",2,false
"3-methyl-1,2-didehydro-2,3-dihydrobotryococcene",2,false
"20-methyl-21,22-didehydro-20,21-dihydrobotryococcene",2,false
holo-[non-ribosomal peptide synthase],2,false
salicyl-[non-ribosomal peptide synthase],2,false
an acyl phosphate,2,false
gamma-L-glutamyl-butirosin B,2,false
all-trans-10'-apo-beta-carotenal,2,false
13-apo-beta-carotenone,2,false
UDP-4-deoxy-4-formamido-beta-L-arabinopyranose,2,false
bacterioruberin,2,false
monoanhydrobacterioruberin,2,false
cyanidin 3-O-beta-D-galactoside,2,false
"Ni-sirohydrochlorin a,c-diamide",2,false
2 ferricytochrome c2,2,false
2 ferrocytochrome c2,2,false
9-cis-10'-apo-beta-carotenal,2,false
"1,2,3,5-tetrahydroxybenzene",2,false
[glutamine synthetase]-L-tyrosine,2,false
holo-[L-arginyl-carrier protein],2,false
L-arginyl-[L-arginyl-carrier protein],2,false
base2,2,false
base1,2,false
eupatolide,2,false
ent-8alpha-hydroxylabd-13-en-15-yl diphosphate,2,false
N-acetyl-alpha-neuraminate,2,false
N-acetyl-beta-neuraminate,2,false
"(8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate",2,false
"an N,N,N-trimethylornithine lipid",2,false
"an N,N-dimethylornithine lipid",2,false
an N-methylornithine lipid,2,false
4-hydroxy-N-methyltryptamine 4-phosphate,2,false
psilocybin,2,false
ascorbate,2,false
dehydroascorbate,2,false
8-oxo-dGMP,2,false
Ni-sirohydrochlorin,2,false
Ni2+,2,false
L-thyroxine,2,false
beta-ionone,2,false
peregrinol diphosphate,2,false
8-amino-8-demethylriboflavin,2,false
3-deacetyl-3-vinylbacteriochlorophyllide a,2,false
carotenoid psi-end group,2,false
phytol,2,false
holo-[L-alanyl-carrier protein],2,false
L-alanyl-[L-alanyl-carrier protein],2,false
apo-[acyl-carrier protein],2,false
"5-phospho-alpha-D-ribose 1,2-cyclic phosphate",2,false
"D-ribofuranose 2,5-bisphosphate",2,false
holo-[glycyl-carrier protein],2,false
glycyl-[glycyl-carrier protein],2,false
2-hydroxyspheroidene,2,false
"2',2'-dihydroxy-2-oxospirilloxanthin",2,false
"2,2'-dioxospirilloxanthin",2,false
2'-hydroxy-2-oxospirilloxanthin,2,false
"2,2-dihydroxyspirilloxanthin",2,false
spirilloxanthin,2,false
2-hydroxyspirilloxanthin,2,false
"2,2-dihydroxyspheroidene",2,false
spheroiden-2-one,2,false
guanine34 in tRNA,2,false
7-aminomethyl-7-carbaguanine,2,false
isoxazolin-5-one,2,false
protein tyrosine,2,false
-2-isocyanopropanoate,2,false
gramine,2,false
"(+)-cis,trans-nepetalactol",2,false
iridotrial,2,false
7-deoxyloganetic alcohol,2,false
17alpha-hydroxyprogesterone,2,false
an alkane,2,false
tRNALys,2,false
L-lysyl-tRNALys,2,false
beta-D-fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate,2,false
myrcene,2,false
holo-[L-glutamyl-carrier protein],2,false
L-glutamyl-[L-glutamyl-carrier protein],2,false
2 juglone,2,false
"2 3,5-dihydroxy-1,4-naphthoquinone",2,false
"2 naphthalene-1,2,4,8-tetrol",2,false
zealexin A1,2,false
orotate,2,false
4 Mn2+,2,false
4 MnIVO2,2,false
4 Mn3+,2,false
12 H+,2,false
Cd2+[side 1],2,false
Cd2+[side 2],2,false
a flavanone 7-O-beta-D-glucoside,2,false
5-dehydro-2-deoxy-D-gluconate,2,false
2-hydroxy-2-methylpropanal,2,false
holo-[L-cysteinyl-carrier protein],2,false
L-cysteinyl-[L-cysteinyl-carrier protein],2,false
"an [RNA fragment]-3'-nucleoside-2',3'-cyclophosphate",2,false
an [RNA fragment]-3'-nucleoside-3'-phosphate,2,false
verruculogen,2,false
n NTP,2,false
ssDNA/pppN diphosphate,2,false
"7,8-dihydroxykynurenate",2,false
iminoarginine,2,false
"1D-myo-inositol 5-diphosphate 1,2,3,4,6-pentakisphosphate",2,false
"1D-myo-inositol 1-diphosphate 2,3,4,5,6-pentakisphosphate",2,false
"1D-myo-inositol 1,5-bis 2,3,4,6-tetrakisphosphate",2,false
a protopanaxadiol-type ginsenoside with two glycosyl residues at position 20,2,false
a protopanaxadiol-type ginsenoside with a single glucosyl residue at position 20,2,false
"N,N'-diacetyl-alpha-D-bacillosaminyl-diphospho-tritrans heptacis-undecaprenol",2,false
delta-tocotrienol,2,false
delta-tocopherol,2,false
gamma-tocopherol,2,false
gamma-tocotrienol,2,false
-2-methylmalyl-CoA,2,false
3-dehydro-D-erythronate,2,false
alpha-D-ribose 1-methylphosphonate 5-triphosphate,2,false
D-threonine,2,false
D-apiose,2,false
adonixanthin,2,false
16-hydroxytabersonine,2,false
16-methoxytabersonine,2,false
benzyl acetate,2,false
Zn2+[side 2],2,false
"N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octacis-decaprenol",2,false
orotidine 5'-phosphate,2,false
vinorine,2,false
cyclooctat-9-en-7-ol,2,false
2'-deoxymugineic acid,2,false
mugineic acid,2,false
echinenone,2,false
(3S)-citramalyl-CoA,2,false
juvenile hormone III acid,2,false
L-2-aminoadipyl-[LYS2 peptidyl-carrier-protein],2,false
holo-[LYS2 peptidyl-carrier-protein],2,false
Nalpha-methyl-L-histidine,2,false
"Nalpha,Nalpha-dimethyl-L-histidine",2,false
D-arabinose 5-phosphate,2,false
ginsenoside Rg3,2,false
"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate",2,false
"cyclooctat-9-ene-5,7-diol",2,false
dTDP-alpha-D-forosamine,2,false
"dTDP-4--2,3,4,6-tetradeoxy-alpha-D-erythro-hexopyranose",2,false
N6-acetyl-L-lysine,2,false
"CDP-4-dehydro-3,6-dideoxy-alpha-D-glucose",2,false
siroheme,2,false
4-hydroxytryptamine,2,false
sinapoylcholine,2,false
"an [RNA]-3'-uridine-2',3'-cyclophosphate",2,false
an [RNA]-3'-uridine-3'-phosphate,2,false
an [RNA] containing uridine,2,false
an [RNA] containing cytidine,2,false
an [RNA]-3'-cytidine-3'-phosphate,2,false
"an [RNA]-3'-cytidine-2',3'-cyclophosphate",2,false
trimethylsulfonium,2,false
[acetyl-CoA C-acetyltransferase]-L-cysteine,2,false
[acetyl-CoA C-acetyltransferase]-S-acetyl-L-cysteine,2,false
"8,12-diethyl-3-vinylbacteriochlorophyllide d",2,false
12-ethyl-8-propyl-3-vinylbacteriochlorophyllide d,2,false
halide,2,false
[E2 NEDD8-conjugating enzyme]-L-cysteine,2,false
[E2 NEDD8-conjugating enzyme]-S-[NEDD8-protein]-yl-L-cysteine,2,false
a phosphate monoester,2,false
3-dimethylallyl-4-hydroxyphenylpyruvate,2,false
cis-3-hydroxy-L-proline,2,false
diacylphosphatidylethanolamine,2,false
lipid A,2,false
dolabradiene,2,false
"15,16-epoxydolabrene",2,false
3-deoxy-D-manno-octulosonate 8-phosphate,2,false
fluoroacetaldehyde,2,false
[acceptor protein]-L-threonine,2,false
[acceptor protein]-3-O-ubiquitinyl-L-threonine,2,false
[RCR-type E3 ubiquitin transferase]-L-cysteine,2,false
[RCR-type E3 ubiquitin transferase]-S-ubiquitinyl-L-cysteine,2,false
L-cysteinyl-[PqsD protein],2,false
S-anthraniloyl-L-cysteinyl-[PqsD protein],2,false
fumitremorgin B,2,false
a [DsrC]-S-sulfo-L-cysteine,2,false
a [DsrC protein]-dithiol,2,false
3-hydroxy-4-methylanthranilate,2,false
pregnenolone,2,false
4-methylpentanal,2,false
1-acyl-sn-glycerol 3-phosphate,2,false
3-amino-5-hydroxybenzoate,2,false
[acetyl-CoA carboxylase] phosphate,2,false
[acetyl-CoA carboxylase],2,false
a D-glucosyl-N-acylsphingosine,2,false
hydroxymethylbilane,2,false
a protopanaxatriol-type ginsenoside with two glycosyl residues at position 6,2,false
a protopanaxatriol-type ginsenoside with a single glucosyl at position 6,2,false
a protopanaxatriol-type ginsenoside with no glycosidic modification at position 6,2,false
4-methylene-L-glutamate,2,false
4-methylene-L-glutamine,2,false
N-hydroxy-L-tryptophan,2,false
"N,N-dihydroxy-L-tryptophan",2,false
(E)-indol-3-ylacetaldoxime,2,false
aureusidin 6-O-beta-D-glucoside,2,false
coenzyme F420-1,2,false
nonaflavuxanthin,2,false
codeine,2,false
1-organyl-2-lyso-sn-glycero-3-phosphoethanolamine,2,false
1-organyl-2-lyso-sn-glycero-3-phosphocholine,2,false
L-arabinose-[arabinose-binding protein][side 1],2,false
L-arabinose[side 2],2,false
[arabinose-binding protein][side 1],2,false
tetrahydromethanopterin,2,false
"5,6,7,8-tetrahydrosarcinapterin",2,false
N-acylneuraminate 9-phosphate,2,false
coenzyme gamma-F420-2,2,false
an amine,2,false
epoxypheophorbide a,2,false
lycopaoctaene,2,false
tRNAGly,2,false
glycyl-tRNAGly,2,false
lipopolysaccharide[side 1],2,false
lipopolysaccharide[side 2],2,false
Co2+,2,false
"2-oxo-2H-pyran-4,6-dicarboxylate",2,false
1-aci-nitro-2-phenylethane,2,false
ent-7alpha-hydroxykaur-16-en-19-oate,2,false
gibberellin A12 aldehyde,2,false
gibberellin A12,2,false
(2S)-4-acetamido-2-aminobutanoate,2,false
S-methyl-5-thio-D-ribose,2,false
sn-glycerol 1-phosphate,2,false
"[protein]-N6-[1,1-ethyl]-L-lysine",2,false
N-acetyl-alpha-D-muramate 1-phosphate,2,false
6'''-deamino-6'''-hydroxyneomycin C,2,false
3 ferricytochrome c,2,false
3 ferrocytochrome c,2,false
"quercetin 3,3'-bissulfate",2,false
(S)-2-methylbutanoyl-[2-methylbutanoate polyketide synthase],2,false
[2-methylbutanoate polyketide synthase],2,false
"amorpha-4,11-diene",2,false
artemisinic alcohol,2,false
2 ferricytochrome c3,2,false
2 ferrocytochrome c3,2,false
D-erythrulose 1-phosphate,2,false
L-rhamnose,2,false
dopaquinone,2,false
"9beta-pimara-7,15-dien-19-oate",2,false
"9beta-pimara-7,15-dien-19-ol",2,false
"9beta-pimara-7,15-dien-19-al",2,false
"-3,4-dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate",2,false
isomethyleugenol,2,false
alpha-humulene,2,false
cobalt-precorrin-5A,2,false
N-methyl-L-glutamate,2,false
dehydrospermidine,2,false
[eIF5A-precursor]-deoxyhypusine,2,false
a protein with a disulfide bond,2,false
a protein with reduced L-cysteine residues,2,false
protein histidine,2,false
L-selenocysteinyl-tRNASec,2,false
2-oxostearate,2,false
a glycoprotein with the oligosaccharide chain attached by N-beta-D-glycosyl linkage to a protein L-asparagine,2,false
N2-dimethylguanine10 in tRNA,2,false
(S)-lactaldehyde,2,false
quinolin-2-ol,2,false
tabersonine,2,false
4-chloro-2-methylphenol,2,false
O-methyl anthranilate,2,false
S-sulfo-L-cysteine,2,false
ADP-5-ethyl-4-methylthiazole-2-carboxylate,2,false
N-phenylhydroxylamine,2,false
nitrosobenzene,2,false
nicotinate-adenine dinucleotide phosphate,2,false
2'-phospho-cyclic ADP-ribose,2,false
a 5'--[mRNA],2,false
L-glyceraldehyde,2,false
4 beta-D-mannopyranose,2,false
GDP-valienol,2,false
"GDP-4-dehydro-3,6-dideoxy-alpha-D-mannose",2,false
gentamicin,2,false
3beta-hydroxy-8'-apo-beta-carotenal,2,false
crocetin dialdehyde,2,false
3beta-hydroxy-beta-cyclocitral,2,false
a 12-oxojasmonoyl-L-amino acid,2,false
a 12-hydroxy-12-oxojasmonoyl-L-amino acid,2,false
4-nitroaniline,2,false
D-erythritol 1-phosphate,2,false
"all-trans-3,4-didehydrolycopene",2,false
[RNA 3'-phosphate cyclase]-L-histidine,2,false
2-heptyl-4-quinolone,2,false
6-oxocineole,2,false
pregnan-21-ol,2,false
pregnan-21-al,2,false
-hydroxyaverantin,2,false
"2,3,5,6-tetrachloro-1,4-benzoquinone",2,false
N-hydroxy-4-aminobiphenyl,2,false
S-sulfinatoglutathione,2,false
guanidine,2,false
5-hydroxy-L-arginine,2,false
1-deoxypentalenate,2,false
ethylenediaminetriacetate,2,false
"ethylenediamine-N,N'-diacetate",2,false
ethylenediaminetetraacetate,2,false
"2,3-dihydroxybenzoyl-[aryl-carrier protein]",2,false
scyllo-inositol,2,false
D-sorbose,2,false
holo-[L-threonyl-carrier protein],2,false
L-threonyl-[L-threonyl-carrier protein],2,false
5-furan-2-carbaldehyde,2,false
5-formylfuran-2-carboxylate,2,false
5-furfural,2,false
"furan-2,5-dicarboxylate",2,false
5-furan-2-carboxylate,2,false
"furan-2,5-dicarbaldehyde",2,false
[protein]-trans-4-hydroxy-L-proline,2,false
malate,2,false
norspermine,2,false
N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate,2,false
D-psicose,2,false
beta-nicotinamide D-ribonucleotide,2,false
"2-O,3-dimethylflaviolin",2,false
prosolanapyrone III,2,false
cobyrinate c-monamide,2,false
"cobyrinate a,c-diamide",2,false
reumycin,2,false
demethyllactenocin,2,false
dTDP-beta-L-mycarose,2,false
2-methylpropanenitrile,2,false
2-methylbutanenitrile,2,false
2-hydroxy-2-methylbutanenitrile,2,false
an L-polyhomomethionine,2,false
an L-N-hydroxypolyhomomethionine,2,false
an alkanal oxime,2,false
"an L-N,N-dihydroxypolyhomomethionine",2,false
Man6GlcNAc2-[protein],2,false
holo-[L-seryl-carrier protein],2,false
L-seryl-[L-seryl-carrier protein],2,false
cobalt-precorrin-4,2,false
3-dehydro-4-phospho-L-threonate,2,false
N-hydroxy-L-phenylalanine,2,false
"N,N-dihydroxy-L-phenylalanine",2,false
(E)-phenylacetaldoxime,2,false
holo-[L-tryptophyl-carrier protein],2,false
L-tryptophyl-[L-tryptophyl-carrier protein],2,false
-2-methylbutanal oxime,2,false
N-hydroxy-L-isoleucine,2,false
"N,N-dihydroxy-L-isoleucine",2,false
hydrazine,2,false
Man5GlcNAc3-[protein],2,false
pentalenolactone E,2,false
N-hydroxy-L-valine,2,false
"N,N-dihydroxy-L-valine",2,false
umbelliferone,2,false
24-methylidenelophenol,2,false
4-hydroxyphenylacetonitrile,2,false
cetraxate benzyl ester,1,false
cetraxate,1,false
(S)-4-hydroxymandelate,1,false
adenosine4 in tRNAHis,1,false
2'-O-methyladenosine4 in tRNAHis,1,false
cytidine4 in tRNAPro,1,false
2'-O-methylcytidine4 in tRNAPro,1,false
"all-trans-3,4-didehydroretinol",1,false
cyclomaltodextrin,1,false
linear maltodextrin,1,false
2-trans-hexadecenal,1,false
"6-hydroxymethyl-7,8-dihydropterin",1,false
"6-hydroxymethyl-7,8-dihydropterin diphosphate",1,false
"-2,3-dimethylmalate",1,false
dimethylmaleate,1,false
emodin,1,false
2-Acetyl-1-alkyl-sn-glycerol,1,false
1-alkyl-sn-glycerol,1,false
molybdate-[molybdate-binding protein][side 1],1,false
molybdate[side 2],1,false
[molybdate-binding protein][side 1],1,false
heteroglycan,1,false
2-alpha-D-mannosyl-heteroglycan,1,false
chanoclavine-I,1,false
an aromatic primary alcohol,1,false
neoxanthin,1,false
an alpha-amino acid ester,1,false
an alpha-amino acid,1,false
2-Lysolecithin,1,false
3-lysolecithin,1,false
sn-glycerol 3-phosphate-[glycerol 3-phosphate-binding protein][side 1],1,false
sn-glycerol 3-phosphate[side 2],1,false
[glycerol 3-phosphate-binding protein][side 1],1,false
[ThiS],1,false
adenylyl-[ThiS],1,false
cytidine1920 in 23S rRNA,1,false
2'-O-methylcytidine1920 in 23S rRNA,1,false
3-O-L-alanyl-1-O-phosphatidylglycerol,1,false
3-methylcrotonyl-CoA,1,false
stemod-13(17)-ene,1,false
a 2-amino-4-hydroxypteridine,1,false
"a 2,4-dihydroxypteridine",1,false
-26-hydroxycholest-4-en-3-one,1,false
stemar-13-ene,1,false
peptidyl-4-carboxyglutamate,1,false
peptidyl-glutamate,1,false
(R)-canadine,1,false
berberine,1,false
(S)-reticuline,1,false
"1,2-dehydroreticuline",1,false
benzene,1,false
"cis-cyclohexa-3,5-diene-1,2-diol",1,false
N-acyl-D-glutamate,1,false
3 Malonyl-CoA,1,false
"2,3',4,6-tetrahydroxybenzophenone",1,false
(S)-2-chloropropanoate,1,false
2-chloroacrylate,1,false
[elongation factor 2],1,false
[elongation factor 2] phosphate,1,false
lysosomal-enzyme D-mannose,1,false
lysosomal-enzyme N-acetyl-D-glucosaminyl-phospho-D-mannose,1,false
2-nitrobutanedioate,1,false
terpentetriene,1,false
palmitoyl[protein],1,false
